id,phone,salary,credit_score,age,city,job,is_fraud,risk_level
156,15365090378,44420,683,28,Wuhan,Designer,False,Medium
157,13832973388,71166,765,52,Shenzhen,Engineer,False,Low
158,13607005497,40124,677,46,Shenzhen,Consultant,False,Medium
159,19705255363,26453,787,25,Chengdu,Developer,False,Low
160,13254526052,15602,665,47,Beijing,Director,False,Medium
161,15241816294,36555,847,47,Guangzhou,Manager,False,Low
162,13735008052,64002,581,56,Chengdu,Designer,True,High
163,18825025599,17729,844,44,Beijing,Manager,False,Low
164,15438000686,57305,838,53,Shenzhen,Director,False,Low
165,15491709377,15714,707,31,Hangzhou,Director,False,Medium
166,18139528836,22535,803,55,Wuhan,Designer,False,Low
167,15743260812,12733,738,36,Shenzhen,Analyst,False,Medium
168,19215334772,37047,777,58,Hangzhou,Engineer,False,Low
169,18015000641,18152,698,52,Xian,Developer,False,Medium
170,15661826541,43299,595,26,Guangzhou,Manager,True,High
171,19144797509,55311,653,40,Shenzhen,Manager,True,Medium
172,15465140569,42649,802,23,Shenzhen,Engineer,False,Low
173,13788725066,68026,685,26,Guangzhou,Director,True,Medium
174,18096088696,20066,702,56,Hangzhou,Director,False,Medium
175,15995496031,77542,715,27,Beijing,Consultant,False,Medium
176,18228199821,45822,775,24,Guangzhou,Designer,False,Low
177,19093754723,74018,780,42,Hangzhou,Analyst,False,Low
178,13278342476,16540,693,36,Beijing,Director,False,Medium
179,18030033988,22849,647,38,Shenzhen,Developer,True,High
180,18086053144,42474,665,39,Guangzhou,Designer,False,Medium
181,15356728067,66110,771,45,Guangzhou,Director,False,Low
182,13454117187,58206,620,23,Beijing,Consultant,True,High
183,15812549647,44480,804,34,Hangzhou,Director,False,Low
184,18907077818,45560,773,44,Hangzhou,Director,False,Low
185,18714154274,15966,782,36,Hangzhou,Manager,False,Low
186,17317939170,78780,738,48,Shanghai,Director,False,Medium
187,18737127990,49264,768,27,Shenzhen,Developer,False,Low
188,19417746190,61140,748,49,Chengdu,Developer,False,Medium
189,15480416587,16025,738,22,Shanghai,Developer,False,Medium
190,19085589504,62619,830,48,Beijing,Manager,False,Low
191,18309705821,33617,604,33,Shanghai,Director,True,High
192,18034530154,56057,833,54,Wuhan,Developer,False,Low
193,17894071479,68627,757,33,Guangzhou,Designer,False,Low
194,18514957466,24173,671,35,Wuhan,Engineer,False,Medium
195,19761710319,24243,652,55,Shenzhen,Manager,False,Medium
196,15964598717,61735,596,32,Shanghai,Manager,True,High
197,15398137659,32565,805,35,Chengdu,Engineer,False,Low
198,15713405124,77197,699,45,Wuhan,Designer,True,Medium
199,19434672301,15232,806,46,Chengdu,Consultant,False,Low
200,13682064859,57829,676,31,Chengdu,Director,True,Medium
