id,phone,salary,credit_score,age,label,is_fraud
116,13849460053,9526,692,27,1,False
117,13857907837,43742,683,31,1,False
118,13849300717,39287,824,46,0,False
119,13870618635,42973,617,60,1,False
120,13849046364,30824,694,54,0,True
121,13859709311,25354,718,30,1,False
122,13813937657,21406,829,40,0,False
123,13853970898,41678,689,56,0,True
124,13849907111,31398,673,32,0,False
125,13834890703,36312,636,56,1,False
126,13845733244,33371,658,46,0,False
127,13871270512,34726,777,38,1,False
128,13841822472,30351,510,39,1,False
129,13819418095,42418,553,24,1,False
130,13836381882,42270,665,23,0,False
131,13865346234,48784,790,44,1,False
132,13820387324,8929,506,34,1,False
133,13818797243,8159,754,37,1,False
134,13887485308,21840,830,42,0,False
135,13880951054,43120,543,48,1,False
136,13872590735,48081,702,63,0,False
137,13872822332,10513,578,35,1,False
138,13812237489,38007,794,19,0,True
139,13818115676,23720,803,18,1,False
140,13813648172,38936,621,41,0,False
141,13880181192,19648,590,43,1,False
142,13887329402,24151,457,18,0,False
143,13887010797,17392,676,26,1,False
144,13845059932,48644,491,63,0,False
145,13865088786,39768,780,48,0,False
146,13885957440,30657,779,58,0,False
147,13815294931,26426,831,43,1,False
148,13868051547,35511,788,35,1,False
149,13815322144,6191,802,62,0,False
150,13828041892,21837,744,54,1,False
151,13889660875,39622,556,31,1,False
152,13853841399,5063,632,58,0,False
153,13863877485,13154,722,55,1,False
154,13875971572,5100,674,47,0,False
155,13830936334,36447,798,55,0,False
156,13869321732,6785,660,20,0,False
157,13822090943,44414,730,45,1,False
158,13815357022,8859,773,58,0,False
159,13888042806,12911,704,28,0,False
160,13886843078,41183,816,64,0,False
161,13888968384,14303,749,23,1,False
162,13812470691,10150,453,27,1,False
163,13828279382,41280,803,64,0,False
164,13810980526,41816,823,52,0,False
165,13856099939,31602,661,48,1,False
166,13872341581,42728,637,61,0,False
167,13857726210,21536,734,24,1,False
168,13861103917,7306,456,18,0,False
169,13849674648,30688,784,35,0,False
170,13822002987,46743,668,30,1,False
171,13884172949,21505,738,53,0,False
172,13876928125,22440,606,41,1,False
173,13862893333,42570,780,58,0,False
174,13875628881,18024,624,22,1,False
175,13877696139,47075,645,60,1,False
176,13832215476,48464,845,47,1,True
177,13881280916,40414,513,31,1,False
178,13835214599,49908,775,30,1,False
179,13877000438,14534,535,26,1,False
180,13822275880,29440,469,51,0,False
181,13832476099,10304,755,55,0,False
182,13818670015,32644,580,51,1,False
183,13835884038,27560,646,18,1,False
184,13824705432,21216,494,22,0,False
185,13888559139,41508,627,58,0,True
186,13839431107,29938,560,45,0,False
187,13823187866,24129,754,27,0,False
188,13889013025,19293,564,27,0,False
189,13869128771,8250,757,33,0,False
190,13846434051,40251,746,18,0,False
191,13845363473,38663,685,65,1,False
192,13810215928,38278,741,53,0,False
193,13851537704,30102,694,59,1,False
194,13813911026,38014,541,23,1,False
195,13869658484,48345,778,42,0,False
196,13862021121,45415,656,39,1,False
197,13866895803,9485,831,22,0,False
198,13840120997,38951,730,24,0,False
199,13896817052,21267,639,54,0,True
200,13825508575,40689,766,57,1,False
201,13865672457,14665,650,20,1,False
202,13848971382,49908,651,30,0,False
203,13846480341,11886,740,55,0,False
204,13842859060,33139,691,56,0,False
205,13871355254,28590,467,42,1,False
206,13822436177,29489,831,48,1,False
207,13871607929,19243,784,21,1,False
208,13823332420,21716,850,35,1,False
209,13893067141,38146,655,28,0,False
210,13889125068,44466,660,44,0,False
211,13822731935,11123,537,59,0,True
212,13891631475,15653,650,29,0,False
213,13895334958,29563,616,19,0,False
214,13883348049,6370,531,22,0,False
215,13898322694,21925,829,48,0,False
216,13896621272,32111,581,23,1,False
217,13816063261,40418,842,49,1,False
218,13840595444,11192,549,61,0,True
219,13888867437,8690,458,49,0,True
220,13851148149,15094,787,56,0,True
221,13838383185,33510,483,65,0,False
222,13812564262,35792,623,50,1,False
223,13896156807,12797,786,37,1,False
224,13838315559,14155,474,21,0,False
225,13898634103,27197,702,50,0,True
226,13873333637,7572,650,37,0,True
227,13821304396,24054,698,31,1,False
228,13864631637,20347,827,57,0,False
229,13852943732,16218,721,18,1,False
230,13829880247,37615,520,57,1,False
231,13892717917,6149,510,56,1,False
232,13835301065,36268,850,64,0,False
233,13821732432,28157,534,39,0,False
234,13891498261,16131,495,46,1,False
235,13843671177,18261,672,40,0,False
236,13827066184,20177,800,47,0,False
237,13837019140,41892,607,60,1,False
238,13870777712,6894,849,43,1,False
239,13854288754,35773,722,26,0,False
240,13833341996,7256,798,55,0,False
241,13854937448,33815,638,28,1,False
242,13897219977,32148,583,21,0,False
243,13822433008,39202,465,23,1,False
244,13832028078,30133,671,57,0,False
245,13893430294,11437,640,53,0,False
246,13836439557,20268,626,61,1,False
247,13849928929,40222,694,25,0,False
248,13859959705,5609,806,32,1,False
249,13881640005,15327,603,42,1,False
250,13829582736,22834,751,50,1,True
251,13878703402,7077,518,62,0,False
252,13857181156,9318,570,40,0,False
253,13885122708,19343,666,62,1,False
254,13844555405,27983,605,43,1,False
255,13865739505,35726,466,31,1,False
256,13860819007,14101,834,63,0,False
257,13815402633,46658,767,65,0,True
258,13880289820,20910,626,20,0,True
259,13831875822,18056,537,42,1,False
260,13857435096,25332,831,61,1,False
261,13866328001,11657,776,44,0,False
262,13826363637,37880,625,46,0,False
263,13810879212,9361,767,34,0,False
264,13881202194,47657,804,51,0,False
265,13876259520,46531,685,62,0,False
266,13894497525,6478,557,47,0,True
267,13866733610,9304,745,40,1,False
268,13837657952,43666,826,21,1,True
269,13868217459,40066,723,33,0,False
270,13855575437,13031,804,30,0,False
271,13831401012,15457,659,19,1,False
272,13842854145,9940,717,28,0,False
273,13825889214,41087,698,39,0,False
274,13881221835,15412,584,32,0,False
275,13840277199,27130,774,22,0,True
276,13831563642,10548,577,23,1,False
277,13895187740,21666,837,38,0,True
278,13832890990,6630,634,41,1,False
279,13841795084,16954,590,41,1,False
280,13894589578,43557,679,44,1,False
281,13824714053,47518,459,49,0,True
282,13826697318,25250,838,53,0,False
283,13889843411,20116,528,23,0,False
284,13877760711,36019,587,56,1,False
285,13889355255,22904,783,44,0,False
286,13830525235,12413,461,52,0,False
287,13866350388,45737,745,49,1,False
288,13850667203,46371,476,47,1,False
289,13873753212,42165,560,21,1,False
290,13882398157,36941,707,20,1,False
291,13842182123,41196,690,34,0,True
292,13836188217,31788,596,22,1,False
293,13893102314,47602,751,62,0,False
294,13821417994,33486,805,31,1,False
295,13896577987,12502,850,28,1,False
296,13813664097,11773,563,30,0,False
297,13814260064,10955,539,58,0,False
298,13890291451,11154,703,24,0,False
299,13846903898,24779,825,22,0,False
300,13870293910,26268,764,49,1,False
301,13871892991,32872,576,41,1,True
302,13899420945,6248,817,63,0,False
303,13899949048,34227,517,19,1,False
304,13887108646,43256,827,42,0,False
305,13871541802,13225,635,32,0,False
306,13826810499,15883,538,55,1,False
307,13849596606,5537,740,50,0,False
308,13818793866,16975,500,47,0,False
309,13810842593,36160,773,65,0,False
310,13881368260,24546,798,22,1,False
311,13826313008,13835,526,27,0,False
312,13879061661,17795,636,25,0,False
313,13895213398,29219,450,47,1,False
314,13843100108,23563,707,27,1,False
315,13858649293,33457,519,37,0,True
316,13835764960,11018,504,36,0,False
317,13863860647,24198,655,19,1,False
318,13833365438,14145,634,49,0,False
319,13880477225,20076,781,42,0,False
320,13859900168,22593,655,38,0,False
321,13824948258,40116,630,41,0,False
322,13871009957,40579,665,47,0,False
323,13830752143,10564,652,41,1,False
324,13845481988,40358,727,31,0,False
325,13833890839,7724,671,52,1,False
326,13860038502,48430,708,31,0,False
327,13820608578,47309,476,39,0,False
328,13888963668,46144,496,46,0,False
329,13852257584,8540,677,39,1,False
330,13847510706,7236,602,39,1,False
331,13877908107,13092,760,43,0,False
332,13893359741,29485,538,39,1,False
333,13873892155,31120,749,61,1,False
334,13828775637,38470,732,46,1,False
335,13814615797,45162,543,46,1,False
336,13823972830,9212,850,25,0,False
337,13837722533,45001,735,65,0,False
338,13872173464,21728,823,22,0,False
339,13840346143,47771,817,25,0,False
340,13873536395,44581,537,28,0,True
341,13894548130,22383,621,22,0,False
342,13831197836,13430,836,24,0,False
343,13831886255,25795,558,52,0,True
344,13819790170,11686,519,49,1,False
345,13877624677,8344,626,47,0,False
346,13848857495,16474,520,36,0,False
347,13821595827,15379,450,50,0,False
348,13845419697,15496,787,20,0,False
349,13821662229,42478,510,32,1,False
350,13852683000,42417,698,54,0,False
351,13872358537,11022,729,31,1,False
352,13881758055,38299,544,27,0,False
353,13810055177,34591,537,23,1,False
354,13838912268,33927,818,43,0,True
355,13882298954,21415,843,64,0,False
356,13863798005,27098,671,23,1,False
357,13872430007,23601,805,26,1,False
358,13837761589,34781,598,28,0,False
359,13887324264,40823,527,35,1,False
360,13880730587,16544,489,20,1,False
361,13862992313,12793,814,58,0,False
362,13869021332,46311,781,46,0,False
363,13823188582,37874,776,24,0,False
364,13810455057,18104,543,62,1,False
365,13881594660,47685,508,36,0,False
366,13840751408,20770,700,45,0,False
367,13825114466,26556,450,60,1,False
368,13871198002,22206,526,23,1,False
369,13825733831,14000,732,54,0,False
370,13883758834,11829,813,44,0,False
371,13828001136,31599,492,63,0,False
372,13840001952,5466,530,30,0,False
373,13857082185,45207,787,45,0,True
374,13861425167,29729,749,30,0,False
375,13819767083,20503,703,60,0,False
376,13822720124,6657,495,30,1,False
377,13892188387,44278,472,20,1,False
378,13840272484,23882,692,37,0,False
379,13892918271,16445,686,42,0,False
380,13838957653,42754,594,41,1,False
381,13848940035,35403,493,46,0,False
382,13849705586,15339,743,41,1,False
383,13856386892,38184,622,46,1,False
384,13851963498,33464,787,28,0,False
385,13846699144,7145,681,63,1,False
386,13836126076,42661,461,44,0,False
387,13826350332,47176,770,55,0,False
388,13865305416,22819,658,44,0,False
389,13868784665,39480,791,32,1,False
390,13882203622,43029,586,58,1,False
391,13878666734,41170,461,57,0,False
392,13897374139,35954,589,50,0,False
393,13834456957,30468,470,44,0,False
394,13872706487,7206,470,34,0,False
395,13843304254,19471,461,62,1,False
396,13844152085,29554,731,40,1,False
397,13831367919,10815,603,38,0,False
398,13879976852,42822,783,60,1,False
399,13894294701,22956,808,39,1,False
400,13831761706,34458,504,19,1,False
401,13898165036,41023,841,30,1,False
402,13830028017,6232,670,48,1,False
403,13894368630,26767,668,58,0,False
404,13831372181,26016,588,57,0,False
405,13830964391,39275,627,39,0,False
406,13875547762,45838,608,52,1,False
407,13853856856,35736,479,57,1,False
408,13817496075,23579,452,52,0,False
409,13869124751,48821,612,54,1,False
410,13893358650,47326,524,37,0,False
411,13869427812,29008,485,37,1,False
412,13821431798,31634,528,19,1,False
413,13879568678,31809,519,65,0,False
414,13895905996,37019,704,60,1,False
415,13879639027,37123,674,59,0,False
416,13816591743,7404,796,34,1,False
417,13813871405,40009,830,25,0,False
418,13852171585,46724,830,50,0,False
419,13881692731,36315,657,26,1,False
420,13885530403,40409,497,54,0,False
421,13829968803,45602,781,46,1,False
422,13890883166,18070,584,21,0,False
423,13833640327,35244,812,18,1,False
424,13860753637,41778,488,23,1,False
425,13889823707,15945,645,24,1,False
426,13817902548,26282,533,22,0,False
427,13849174316,44780,526,56,0,False
428,13821291140,48436,822,51,1,False
429,13836066407,27148,631,20,0,False
430,13896202663,9275,817,62,0,False
431,13879801867,33762,783,48,0,False
432,13866917945,11206,498,41,0,True
433,13887520625,18992,689,58,0,True
434,13899475121,30704,539,56,1,False
435,13856407658,36069,704,31,1,False
436,13874443844,43804,794,41,1,True
437,13859410374,44198,559,23,0,False
438,13866744507,10912,488,56,0,False
439,13863403567,17265,685,65,0,False
440,13867246852,21105,615,19,1,True
441,13827418556,25024,719,21,0,False
442,13865060698,49533,619,57,0,False
443,13843858711,5164,569,62,1,False
444,13870561058,15614,477,60,1,False
445,13846840709,33743,520,52,1,False
446,13869536752,45483,665,34,1,False
447,13841764482,19621,595,58,1,False
448,13889272852,45101,479,18,1,True
449,13830270764,37904,451,40,1,False
450,13827585324,29388,614,26,1,False
451,13890165408,25702,551,22,1,False
452,13887981511,38038,475,36,0,False
453,13823372555,19333,835,35,1,True
454,13824510908,19878,491,65,0,False
455,13870690592,33477,573,43,0,False
456,13889460748,13607,715,42,1,False
457,13889125547,16974,665,62,1,False
458,13848819204,8519,575,39,0,False
459,13895053021,49818,844,33,1,True
460,13879927783,15375,471,56,1,False
461,13826724012,35317,594,42,0,False
462,13860817490,28254,614,49,0,False
463,13852457704,6729,548,61,1,True
464,13843047140,28744,819,36,0,True
465,13828907737,29878,761,36,1,True
466,13821158512,20637,530,33,1,True
467,13895362513,5519,751,61,1,False
468,13854299536,29153,576,32,0,False
469,13883236132,37046,717,28,1,False
470,13875605123,19488,482,64,0,False
471,13876072221,22906,657,63,0,False
472,13873715375,32679,848,42,0,False
473,13878584017,46945,683,18,1,False
474,13852218689,20345,527,42,1,False
475,13851465051,45914,477,52,1,False
476,13887998172,10453,667,43,1,False
477,13850466966,20371,834,26,1,False
478,13854156394,34442,849,21,1,False
479,13847878668,26275,589,50,0,False
480,13816886509,37413,458,55,1,True
481,13882068621,48522,732,35,1,False
482,13867281600,37634,455,37,1,True
483,13888347964,13058,715,51,0,False
484,13896775565,8149,640,40,0,False
485,13829955827,31140,748,40,0,False
486,13853123314,26826,498,65,0,False
487,13827146325,26471,799,27,0,False
488,13879622867,17966,813,33,1,False
489,13856042672,44448,609,32,1,False
490,13814597338,26840,821,24,0,False
491,13841935842,31503,493,48,1,True
492,13827827435,27789,650,29,1,False
493,13842192050,21263,583,57,1,False
494,13828920156,31913,597,30,1,False
495,13816379807,15071,837,63,0,False
496,13890743553,34151,596,59,0,True
497,13895725007,36703,848,56,0,False
498,13819721197,16632,820,18,1,True
499,13823973563,21071,509,52,1,False
500,13843653356,19380,651,50,0,False
501,13884611409,49505,596,36,0,False
502,13851818274,23537,619,48,0,False
503,13811589238,34586,755,19,0,False
504,13870515343,15306,766,38,0,False
505,13814942214,48454,594,45,0,False
506,13840427717,41382,806,38,1,False
507,13887188898,24012,502,21,1,False
508,13820140304,7183,657,29,1,False
509,13828291243,31036,698,37,1,False
510,13846640153,31174,526,57,1,False
511,13850948780,24874,669,39,1,False
512,13847379663,33814,627,45,0,False
513,13889190927,28831,611,31,1,False
514,13872010480,12377,761,38,0,False
515,13857609749,10320,708,52,1,False
516,13881846274,49009,579,33,0,False
517,13852195760,10811,479,56,1,False
518,13852269964,11935,763,23,0,False
519,13868609818,13310,636,38,0,False
520,13821926947,22368,602,60,0,False
521,13839259940,13922,714,64,1,False
522,13816897377,44378,459,62,0,False
523,13859579134,41106,846,21,0,False
524,13847118534,43632,665,65,1,False
525,13824457197,16711,631,46,0,True
526,13894029359,14831,587,24,0,False
527,13820982922,22154,702,37,0,False
528,13811208914,40358,816,32,1,False
529,13884398256,5915,815,51,0,False
530,13856036127,22400,838,35,0,False
531,13831626116,45097,844,18,0,False
532,13862960826,43648,658,61,1,False
533,13899676261,11888,626,63,0,False
534,13865812352,41355,804,46,1,False
535,13853881556,13186,459,27,1,False
536,13879769947,8220,572,26,1,False
537,13854101464,25906,761,43,1,False
538,13813448350,10669,817,65,1,True
539,13830542593,29015,577,62,0,False
540,13876474092,12164,657,53,1,False
541,13816526024,8727,611,49,0,False
542,13861645303,42905,620,24,0,False
543,13843974328,11412,664,50,1,False
544,13898750986,41447,831,29,1,True
545,13876097304,35754,667,28,1,False
546,13830097370,7077,641,62,1,False
547,13850668456,18223,604,47,1,False
548,13860516394,28666,567,58,0,False
549,13899040943,18681,579,49,0,True
550,13873894518,14445,515,53,0,False
551,13879145821,47154,816,51,0,False
552,13823009651,26326,796,43,0,False
553,13866014617,31453,527,49,0,False
554,13820630681,21887,799,36,1,True
555,13847674525,47432,699,58,0,True
556,13814783907,11885,476,21,1,False
557,13884931414,12917,623,60,0,False
558,13824615532,5591,499,59,1,True
559,13852861830,29124,510,44,1,False
560,13835716924,25960,620,40,0,False
561,13888211241,47271,630,42,1,False
562,13813552193,9392,823,62,1,False
563,13826567161,44529,788,31,0,False
564,13861071568,44036,504,20,1,False
565,13898410183,10607,676,65,1,False
566,13847167438,10907,699,61,1,False
567,13836579985,13093,788,41,1,False
568,13839896478,6637,499,50,1,False
569,13865177354,9112,700,26,1,False
570,13830620472,24032,583,31,0,False
571,13871011060,18627,614,58,1,False
572,13854230037,13512,559,18,1,False
573,13816561315,19330,668,55,0,False
574,13817649403,46710,678,45,1,False
575,13811030648,46988,552,21,1,False
576,13863078987,41723,481,43,0,False
577,13851165329,43444,679,44,1,False
578,13899206222,21343,695,61,0,False
579,13831434995,20255,716,45,0,False
580,13890631832,8560,543,52,0,False
581,13869440463,23159,510,44,1,False
582,13859974495,34826,837,45,0,False
583,13876414964,9263,777,42,0,False
584,13891956496,25408,504,39,0,True
585,13812702896,36228,734,21,0,False
586,13852271300,12646,719,31,0,False
587,13869352912,10391,673,51,1,False
588,13884284427,45502,493,60,0,False
589,13841043441,11057,820,19,1,False
590,13847696765,12679,571,53,1,False
591,13842549509,47519,636,56,0,False
592,13845827176,7177,743,42,1,False
593,13852113854,7820,491,18,1,False
594,13886853969,31680,480,32,1,False
595,13842633989,5020,847,51,1,False
596,13816621199,39115,735,29,1,False
597,13835146178,39205,678,26,1,False
598,13897565950,44608,715,40,0,False
599,13857193786,37860,514,30,1,False
600,13811469493,38587,841,55,1,False
601,13875018135,35620,740,56,1,False
602,13883524789,39956,461,20,0,False
603,13863083849,42816,563,40,0,False
604,13893144793,47629,812,60,1,False
605,13829263657,38454,812,47,1,True
606,13825782698,45454,593,34,1,False
607,13881993301,21541,839,29,0,True
608,13869124192,17409,775,37,0,False
609,13810152327,11105,457,28,1,False
610,13843144923,43976,495,52,1,False
611,13892901856,33100,719,40,1,False
612,13814039096,26329,820,48,1,False
613,13844027483,35026,742,58,1,False
614,13860979849,24955,689,45,1,False
615,13810487417,16715,573,28,0,False
616,13821340350,40574,699,45,0,False
617,13833225965,23513,631,37,0,False
618,13873650347,43026,833,20,0,True
619,13812575847,28126,479,46,1,False
620,13823680103,21368,803,57,0,False
621,13836779019,34075,566,28,1,False
622,13896869487,43822,746,37,1,False
623,13825308313,16611,467,36,1,False
624,13833241160,19318,805,37,1,False
625,13853615911,33241,700,39,1,False
626,13852593322,27861,551,59,0,False
627,13896939132,40880,646,60,0,False
628,13859836519,29762,648,58,0,False
629,13880808677,8504,495,52,0,False
630,13818431364,9910,657,44,1,False
631,13859399117,9769,745,64,1,False
632,13844084801,28010,601,45,0,False
633,13881882696,28477,832,59,0,False
634,13871723243,21204,558,22,0,False
635,13869437284,21011,632,46,0,False
636,13816997921,25505,506,24,0,False
637,13824253140,8056,739,36,0,False
638,13823962205,12472,788,23,0,False
639,13865532442,22098,464,33,1,False
640,13813798538,6741,737,48,0,False
641,13860660606,48348,826,54,0,False
642,13827815436,38935,793,30,1,False
643,13830443963,25630,641,46,0,False
644,13811241711,37685,758,33,1,False
645,13881675154,13997,727,34,1,True
646,13895545183,35949,810,36,1,False
647,13898111489,7685,618,48,1,False
648,13892917528,45523,692,47,0,False
649,13891143094,24411,629,63,1,False
650,13823051516,45108,459,42,0,False
651,13851240922,12769,644,30,1,False
652,13874638275,42755,847,61,1,False
653,13867246941,26041,514,30,1,False
654,13832622970,8887,484,61,1,False
655,13880761858,11295,820,39,0,False
656,13896514881,42110,835,45,0,False
657,13884331128,45184,746,57,1,False
658,13831169400,21824,455,61,0,False
659,13819053309,8658,597,23,1,False
660,13815642129,39448,628,61,1,False
661,13870050841,45816,494,28,1,False
662,13896838642,25232,701,37,1,False
663,13830962578,13762,657,52,1,False
664,13820464239,44000,570,57,0,False
665,13872896340,32575,558,61,0,False
666,13817967345,25444,681,28,0,False
667,13871637670,26265,719,54,0,False
668,13855568159,8291,783,61,1,False
669,13847283867,48370,594,49,0,False
670,13894790764,7314,639,18,1,False
671,13894528558,11071,802,32,1,False
672,13862446147,35981,780,48,0,False
673,13831022905,16278,522,53,0,False
674,13812986419,32899,685,36,1,False
675,13893302700,12196,813,38,1,False
676,13890546375,15028,810,57,1,False
677,13850215734,9787,760,57,0,False
678,13852119461,19346,502,25,0,True
679,13857179987,28538,693,60,0,True
680,13880762460,36190,552,20,1,False
681,13832359440,46426,764,35,0,False
682,13848102431,42504,467,52,1,False
683,13899008626,38911,743,57,0,False
684,13898418551,13604,659,19,1,False
685,13862166187,7799,563,44,1,False
686,13852473466,30015,746,52,1,False
687,13827799355,46978,467,58,1,False
688,13864205161,39970,708,26,1,False
689,13856026605,48437,842,18,1,True
690,13855982404,45448,740,60,1,False
691,13816938950,12046,579,38,1,False
692,13842150637,40234,718,35,0,False
693,13838109529,24368,602,35,1,False
694,13888770236,37938,794,44,0,False
695,13869803466,31580,847,57,0,False
696,13875606400,36591,826,58,1,False
697,13828951594,47867,483,59,1,False
698,13856441939,16084,816,18,1,False
699,13873991954,46122,728,30,0,False
700,13814903181,19403,702,22,0,False
701,13894921889,41438,772,37,1,False
702,13861824973,31396,454,45,1,False
703,13835413713,36047,536,27,1,False
704,13810577341,14845,835,48,1,False
705,13872490414,40304,544,49,1,False
706,13894273060,21268,485,35,0,False
707,13894063201,32028,513,26,0,False
708,13892566317,24618,807,64,0,False
709,13811063470,11980,708,58,1,False
710,13829231839,8511,694,55,0,True
711,13887561495,30940,464,54,0,False
712,13855339556,23549,810,48,1,False
713,13869230872,18222,733,36,1,False
714,13845422607,27648,587,42,1,False
715,13857150387,25640,456,44,1,False
716,13891837769,26421,608,55,1,False
717,13835649004,9601,538,58,1,False
718,13824662166,17614,465,54,0,True
719,13822670248,13050,648,24,0,False
720,13881825087,43880,751,62,0,False
721,13871534473,27426,614,26,1,False
722,13870966674,23184,684,50,1,False
723,13841516792,39845,713,59,1,True
724,13829232934,49065,697,56,1,False
725,13832486513,20307,792,53,1,False
726,13865569505,49822,652,55,0,False
727,13893312884,39804,724,61,1,False
728,13861295749,18647,488,34,0,False
729,13896631846,31402,543,26,1,False
730,13831480826,12304,626,36,0,False
731,13895866116,48312,795,23,1,False
732,13866857743,27818,474,26,1,False
733,13874754266,43894,548,43,0,False
734,13840901679,44284,687,22,1,False
735,13853974610,16003,703,35,1,False
736,13890183481,13541,693,58,0,True
737,13875641480,32214,791,24,0,False
738,13851784641,8642,548,44,0,False
739,13878923820,32795,680,27,0,False
740,13847079192,46154,577,21,0,False
741,13850676639,23527,550,41,0,False
742,13877509552,31489,725,29,1,False
743,13854442282,34013,591,43,0,False
744,13888943013,5875,780,57,0,False
745,13866471921,35390,519,40,0,False
746,13854949742,9759,576,56,1,False
747,13821316707,10670,783,60,1,False
748,13879156137,20847,462,20,1,False
749,13854972803,45834,517,44,0,False
750,13864906721,41038,685,44,0,False
751,13817325457,11365,694,38,1,True
752,13890772792,26758,654,51,1,False
753,13889139454,23573,576,28,0,False
754,13814487534,17860,691,25,0,True
755,13851196573,47307,515,65,1,False
756,13882782466,29925,518,24,1,False
757,13860760477,6067,484,60,0,False
758,13895042109,19989,465,43,1,False
759,13851319962,14040,660,38,0,False
760,13895593609,12095,791,27,1,False
761,13837048634,48627,681,34,0,False
762,13859445746,12775,533,35,1,False
763,13882145078,38136,633,39,0,False
764,13865172886,35372,537,61,0,False
765,13889012783,29459,716,34,1,False
766,13875112300,10518,591,25,0,False
767,13844558334,47882,463,24,0,False
768,13892325790,15076,757,61,1,False
769,13889498564,23675,706,32,1,False
770,13857420245,11993,547,31,1,False
771,13849857775,36463,592,32,0,False
772,13832128392,10726,566,34,1,False
773,13869000178,45642,577,48,0,False
774,13865154309,26702,547,58,0,False
775,13883255711,29182,512,29,1,True
